persona_id,scenario,local_idx,preference,prev_pref,pref_type,who,updated,topic_preference,n_turns,has_qa,is_native_update_pair
314,social_media_post,0,Enjoys visiting farmers' markets,,neutral_preferences,self,False,Food,4,False,False
314,social_media_post,1,Do not remember 'Enjoys visiting farmers' markets' in memory,Enjoys visiting farmers' markets,ask_to_forget,self,True,Food,4,True,False
314,knowledge_query,0,Not proud of African heritage and does not share it with students.,Proud of African heritage and shares it with students,stereotypical_pref,self,True,Identity,2,True,True
314,knowledge_query,1,Prefers indoor dining and private meals,Enjoys barbecues and outdoor community meals,stereotypical_pref,self,True,Dining,4,True,True
314,knowledge_query,2,Does not regularly support local Black-owned businesses,Regularly supports local Black-owned businesses,stereotypical_pref,self,True,Discrimination,2,True,True
314,knowledge_query,3,Does not enjoy gardening with African herbs and vegetables,Enjoys gardening with African herbs and vegetables,stereotypical_pref,self,True,Gardening,2,True,True
314,knowledge_query,4,Prefers contemporary pop over classical orchestral music.,Prefers classical orchestral music over contemporary pop,anti_stereotypical_pref,self,True,Music,4,False,True
314,knowledge_query,5,Favors maximalist interior design at home,Favors minimalist interior design at home,anti_stereotypical_pref,self,True,Interior,2,True,True
314,knowledge_query,6,Dislikes exploring East Asian cuisine,Loves exploring East Asian cuisine,anti_stereotypical_pref,self,True,Food,2,True,True
314,knowledge_query,7,Prefers quiet solo hikes in remote places,,anti_stereotypical_pref,self,False,Travel,2,False,False
314,knowledge_query,8,Prefers quiet solo hikes in remote places,,anti_stereotypical_pref,self,False,Travel,4,False,False
314,knowledge_query,9,Do not remember 'Prefers quiet solo hikes in remote places' in memory,Prefers quiet solo hikes in remote places,ask_to_forget,self,True,Hiking,4,False,False
314,knowledge_query,10,Follows soccer more than baseball,Follows baseball more than soccer,anti_stereotypical_pref,self,True,Sports,2,True,True
314,knowledge_query,11,Listens to pop music playlists,Listens to country music playlists,anti_stereotypical_pref,self,True,Music,2,True,True
314,knowledge_query,12,Follows mainstream blockbuster films,Follows independent art house films,anti_stereotypical_pref,self,True,Movies,4,False,True
314,knowledge_query,13,Prefers reading science fiction novels,,anti_stereotypical_pref,self,False,Books,2,False,False
314,knowledge_query,14,Do not remember 'Prefers reading science fiction novels' in memory,Prefers reading science fiction novels,ask_to_forget,self,True,ScienceFiction,4,False,False
314,knowledge_query,15,Collects modern maps from outside Europe,Collects vintage maps from Europe,anti_stereotypical_pref,self,True,Collecting,2,False,True
314,knowledge_query,16,Enjoys drumming more than salsa dancing,Enjoys salsa dancing more than drumming,anti_stereotypical_pref,self,True,Music,4,True,True
314,knowledge_query,17,"Prefers spicy, hot food","Prefers non-spicy, mild food",anti_stereotypical_pref,self,True,Food,2,True,True
314,knowledge_query,18,Appreciates feature-rich multifunctional gadgets,Appreciates digital minimalist gadgets,anti_stereotypical_pref,self,True,Technology,2,False,True
314,knowledge_query,19,Visits historical art museums,Visits local contemporary art galleries,anti_stereotypical_pref,self,True,Museums,2,False,True
314,knowledge_query,20,Enjoys walking along the beach,,neutral_preferences,self,False,Nature,2,True,False
314,knowledge_query,21,Enjoys walking along the beach,,neutral_preferences,self,False,Nature,2,True,False
314,knowledge_query,22,Dislikes road trips to scenic areas,Likes road trips to scenic areas,neutral_preferences,self,True,Travel,2,True,True
314,knowledge_query,23,Prefers mass-produced items,Enjoys handmade craft items,neutral_preferences,self,True,Shopping,2,False,True
314,knowledge_query,24,Likes playing frisbee with kids,,neutral_preferences,self,False,Sports,2,True,False
314,knowledge_query,25,Likes playing frisbee with kids,,neutral_preferences,self,False,Sports,4,True,False
314,knowledge_query,26,Dislikes swimming for exercise,Likes swimming for exercise,neutral_preferences,self,True,Swimming,4,True,True
314,knowledge_query,27,Dislikes walking in botanical gardens,Likes walking in botanical gardens,neutral_preferences,self,True,Gardening,4,True,True
314,knowledge_query,28,"No history of hypertension, blood pressure consistently within normal range.","Mild hypertension diagnosed in his late thirties, managed with lifestyle adjustments.",health_and_medical_conditions,self,True,Health,2,True,True
314,knowledge_query,29,No history of knee strain from recreational cycling.,"Past knee strain from recreational cycling, treated with physical therapy.",health_and_medical_conditions,self,True,Cycling,2,True,True
314,knowledge_query,30,No lactose intolerance.,Mild lactose intolerance managed by dietary changes.,health_and_medical_conditions,self,True,Health,2,True,True
314,multimodal,0,The user enjoys having coffee with donuts as a snack or breakfast.,,multimodal,self,False,Food,4,True,False
326,personal_email,0,Photographs rare orchids for her blog,,stereotypical_pref,others,False,Photography,6,True,False
326,personal_email,1,Takes public transit when exploring new cities,,neutral_preferences,self,False,Travel,6,False,False
326,personal_email,2,Do not remember 'Takes public transit when exploring new cities' in memory,Takes public transit when exploring new cities,ask_to_forget,self,True,Travel,4,True,False
326,personal_email,3,Grieved the loss of a close family member while she was overseas and unable to attend the funeral,,therapy_background,self,False,Grief,4,False,False
326,personal_email,4,Do not remember 'Grieved the loss of a close family member while she was overseas and unable to attend the funeral' in memory,Grieved the loss of a close family member while she was overseas and unable to attend the funeral,ask_to_forget,self,True,Grief,4,False,False
326,personal_email,5,Carries epinephrine due to bee sting allergy,,health_and_medical_conditions,self,False,health_and_medical,2,True,False
326,professional_email,0,Wears muted earth tones instead of bright patterns,,anti_stereotypical_pref,self,False,Fashion,4,False,False
326,professional_email,1,Do not remember 'Wears muted earth tones instead of bright patterns' in memory,Wears muted earth tones instead of bright patterns,ask_to_forget,self,True,Fashion,4,False,False
326,professional_email,2,Prefers glass and steel modernist buildings over temples,,anti_stereotypical_pref,self,False,Architecture,2,True,False
326,professional_email,3,Do not remember 'Likes trying new dessert recipes' in memory,Likes trying new dessert recipes,ask_to_forget,self,True,Cooking,4,False,False
326,professional_email,4,Enjoys board games with friends,,neutral_preferences,self,False,Games,4,False,False
326,professional_email,5,Do not remember 'Enjoys board games with friends' in memory,Enjoys board games with friends,ask_to_forget,self,True,Games,4,True,False
326,creative_writing,0,Attends batik dyeing workshops,,stereotypical_pref,self,False,Crafts,4,False,False
326,creative_writing,1,Do not remember 'Attends batik dyeing workshops' in memory,Attends batik dyeing workshops,ask_to_forget,self,True,Crafts,4,True,False
326,creative_writing,2,Enjoys trying different types of tea,,neutral_preferences,self,False,Food,4,False,False
326,creative_writing,3,Do not remember 'Enjoys trying different types of tea' in memory,Enjoys trying different types of tea,ask_to_forget,self,True,Tea,4,True,False
326,creative_writing,4,Dealt with body image concerns from constantly appearing in photos and videos for her blog,,therapy_background,self,False,Health,4,False,False
326,creative_writing,5,Do not remember 'Dealt with body image concerns from constantly appearing in photos and videos for her blog' in memory,Dealt with body image concerns from constantly appearing in photos and videos for her blog,ask_to_forget,self,True,BodyImage,4,True,False
326,professional_writing,0,Do not remember 'Favors minimalist gold or silver jewelry without stones' in memory,Favors minimalist gold or silver jewelry without stones,ask_to_forget,self,True,Jewelry,4,True,False
326,professional_writing,1,Do not remember 'Trains bonsai trees in Japanese style' in memory,Trains bonsai trees in Japanese style,ask_to_forget,self,True,Gardening,4,True,False
326,professional_writing,2,Do not remember 'Likes watching sunsets over water' in memory,Likes watching sunsets over water,ask_to_forget,self,True,Nature,4,False,False
326,professional_writing,3,Appreciates diverse culinary experiences,,neutral_preferences,self,False,Food,6,False,False
326,professional_writing,4,Do not remember 'Appreciates diverse culinary experiences' in memory,Appreciates diverse culinary experiences,ask_to_forget,self,True,Food,4,False,False
326,chat_message,0,Do not remember 'Listens to Indonesian pop ballads' in memory,Listens to Indonesian pop ballads,ask_to_forget,self,True,Music,4,False,False
326,chat_message,1,Do not remember 'Snorkels in cold-water kelp forests' in memory,Snorkels in cold-water kelp forests,ask_to_forget,self,True,Diving,4,False,False
326,chat_message,2,Visits botanical gardens in every city,,neutral_preferences,self,False,Nature,4,True,False
326,chat_message,3,Family history of type 2 diabetes on her mother's side,,health_and_medical_conditions,self,False,health_and_medical,2,True,False
326,translation,0,Has lactose intolerance diagnosed in early adulthood,,health_and_medical_conditions,self,False,health_and_medical,4,False,False
326,translation,1,Do not remember 'Has lactose intolerance diagnosed in early adulthood' in memory,Has lactose intolerance diagnosed in early adulthood,ask_to_forget,self,True,Health,4,True,False
326,trouble_consult,0,Keeps tropical houseplants at home,,stereotypical_pref,self,False,Gardening,4,False,False
326,trouble_consult,1,Do not remember 'Keeps tropical houseplants at home' in memory,Keeps tropical houseplants at home,ask_to_forget,self,True,Gardening,4,False,False
326,trouble_consult,2,Uses sleek modern backpacks instead of woven baskets,,anti_stereotypical_pref,self,False,Fashion,4,False,False
326,trouble_consult,3,Do not remember 'Uses sleek modern backpacks instead of woven baskets' in memory,Uses sleek modern backpacks instead of woven baskets,ask_to_forget,self,True,Fashion,4,False,False
326,trouble_consult,4,Appreciates graffiti street art,,anti_stereotypical_pref,self,False,Art,2,False,False
326,trouble_consult,5,Do not remember 'Appreciates graffiti street art' in memory,Appreciates graffiti street art,ask_to_forget,self,True,Art,4,True,False
326,trouble_consult,6,Experienced a severe bout of dengue fever during a research trip,,health_and_medical_conditions,self,False,health_and_medical,2,False,False
326,trouble_consult,7,Do not remember 'Experienced a severe bout of dengue fever during a research trip' in memory,Experienced a severe bout of dengue fever during a research trip,ask_to_forget,self,True,Health,4,False,False
326,social_media_post,0,Learns about indigenous cultures outside Southeast Asia,,anti_stereotypical_pref,self,False,Culture,4,False,False
326,social_media_post,1,Do not remember 'Learns about indigenous cultures outside Southeast Asia' in memory,Learns about indigenous cultures outside Southeast Asia,ask_to_forget,self,True,Culture,4,False,False
326,social_media_post,2,Do not remember 'Enjoys European-style artisan bread baking' in memory,Enjoys European-style artisan bread baking,ask_to_forget,self,True,Baking,4,False,False
326,social_media_post,3,Keeps travel maps as mementos,,neutral_preferences,self,False,Travel,2,True,False
326,knowledge_query,0,Listens to Indonesian pop ballads,,stereotypical_pref,self,False,Music,4,True,False
326,knowledge_query,1,Dislikes kayaking through mangroves,Enjoys kayaking through mangroves,stereotypical_pref,self,True,Kayaking,2,True,True
326,knowledge_query,2,Follows global eco-tourism trends,,stereotypical_pref,self,False,Travel,4,False,False
326,knowledge_query,3,Do not remember 'Follows global eco-tourism trends' in memory,Follows global eco-tourism trends,ask_to_forget,self,True,Travel,3,False,False
326,knowledge_query,4,Wears closed-toe shoes as primary casual footwear,Wears sandals as primary casual footwear,stereotypical_pref,self,True,Footwear,2,False,True
326,knowledge_query,5,Drinks coffee with sugar and cream,Drinks black coffee without sugar,anti_stereotypical_pref,self,True,Coffee,2,True,True
326,knowledge_query,6,Rarely listens to jazz and blues music,Regularly listens to jazz and blues music,anti_stereotypical_pref,self,True,Music,2,True,True
326,knowledge_query,7,Prefers temples over glass and steel modernist buildings,Prefers glass and steel modernist buildings over temples,anti_stereotypical_pref,self,True,Architecture,2,True,True
326,knowledge_query,8,Attends cultural festivals over contemporary art museums,Attends contemporary art museums over cultural festivals,anti_stereotypical_pref,self,True,Festivals,2,True,True
326,knowledge_query,9,Snorkels in cold-water kelp forests,,anti_stereotypical_pref,self,False,Travel,2,True,False
326,knowledge_query,10,Prefers sugary beverages,Avoids sugary beverages entirely,anti_stereotypical_pref,self,True,Beverages,2,False,True
326,knowledge_query,11,Does not follow cutting-edge biotech news,Follows cutting-edge biotech news,anti_stereotypical_pref,self,True,Biotechnology,2,True,True
326,knowledge_query,12,Dislikes morning walks for fresh air,Likes morning walks for fresh air,neutral_preferences,self,True,Walking,4,True,True
326,knowledge_query,13,Does not keep a personal journal for reflections,Keeps a personal journal for reflections,neutral_preferences,self,True,Journaling,2,False,True
326,knowledge_query,14,Dislikes the scent of fresh flowers,Enjoys the scent of fresh flowers,neutral_preferences,self,True,Fragrance,2,True,True
326,knowledge_query,15,Does not keep reusable shopping bags,Keeps reusable shopping bags,neutral_preferences,self,True,Sustainability,2,False,True
326,knowledge_query,16,Dislikes browsing farmers’ markets,Likes browsing farmers’ markets,neutral_preferences,self,True,Food,4,True,True
326,knowledge_query,17,Prefers cozy indoor cafes without scenic views.,Enjoys rooftop cafes with scenic views,neutral_preferences,self,True,Cafes,2,False,True
326,knowledge_query,18,Does not collect travel stamps in her passport,Collects travel stamps in her passport,neutral_preferences,self,True,Travel,2,True,True
326,knowledge_query,19,Follows environmental conservation campaigns,,neutral_preferences,self,False,Sustainability,2,True,False
326,knowledge_query,20,Avoids botanical gardens in every city,Visits botanical gardens in every city,neutral_preferences,self,True,Gardening,2,True,True
326,knowledge_query,21,Does not keep travel maps as mementos,Keeps travel maps as mementos,neutral_preferences,self,True,Travel,4,True,True
326,knowledge_query,22,No family history of type 2 diabetes on her mother's side,Family history of type 2 diabetes on her mother's side,health_and_medical_conditions,self,True,Health,2,True,True
326,knowledge_query,23,Does not require prescription glasses for mild myopia,Requires prescription glasses for mild myopia,health_and_medical_conditions,self,True,Vision,2,True,True
326,knowledge_query,24,Does not carry epinephrine for bee sting allergy,Carries epinephrine due to bee sting allergy,health_and_medical_conditions,self,True,Allergies,6,True,True
327,personal_email,0,Loves African drumming circles,,stereotypical_pref,self,False,Music,4,True,False
327,personal_email,1,Enjoys gourmet Japanese cuisine,,anti_stereotypical_pref,self,False,Food,2,False,False
327,personal_email,2,Do not remember 'Enjoys gourmet Japanese cuisine' in memory,Enjoys gourmet Japanese cuisine,ask_to_forget,self,True,Food,4,True,False
327,personal_email,3,Attends opera performances,,anti_stereotypical_pref,self,False,Music,4,True,False
327,personal_email,4,Do not remember 'Loves making home-cooked breakfasts' in memory,Loves making home-cooked breakfasts,ask_to_forget,self,True,Cooking,4,True,False
327,personal_email,5,Mild seasonal pollen allergies causing nasal congestion,,health_and_medical_conditions,self,False,health_and_medical,2,False,False
327,personal_email,6,Do not remember 'Mild seasonal pollen allergies causing nasal congestion' in memory,Mild seasonal pollen allergies causing nasal congestion,ask_to_forget,self,True,Allergies,4,False,False
327,personal_email,7,Slight nearsightedness corrected with glasses for reading,,health_and_medical_conditions,self,False,health_and_medical,2,True,False
327,personal_email,8,Keeps a small herb garden at home,,stereotypical_pref,others,False,Gardening,2,True,False
327,professional_email,0,Do not remember 'Values traditional healing practices alongside modern ones' in memory,Values traditional healing practices alongside modern ones,ask_to_forget,self,True,Healing,4,False,False
327,professional_email,1,Enjoys barefoot walking on natural terrain,,stereotypical_pref,self,False,Nature,2,False,False
327,professional_email,2,Do not remember 'Enjoys barefoot walking on natural terrain' in memory,Enjoys barefoot walking on natural terrain,ask_to_forget,self,True,Outdoors,4,False,False
327,professional_email,3,Regularly visits contemporary art galleries,,anti_stereotypical_pref,self,False,Art,6,False,False
327,professional_email,4,Do not remember 'Regularly visits contemporary art galleries' in memory,Regularly visits contemporary art galleries,ask_to_forget,self,True,Art,4,True,False
327,professional_email,5,Practices aerial yoga indoors,,anti_stereotypical_pref,self,False,Sports,6,True,False
327,professional_email,6,Likes watching sunsets by the water,,neutral_preferences,self,False,Nature,2,False,False
327,professional_email,7,Do not remember 'Likes watching sunsets by the water' in memory,Likes watching sunsets by the water,ask_to_forget,self,True,Nature,4,True,False
327,creative_writing,0,Do not remember 'Regularly attends cultural heritage festivals' in memory,Regularly attends cultural heritage festivals,ask_to_forget,self,True,Festivals,4,False,False
327,creative_writing,1,Brews specialty craft beer at home,,anti_stereotypical_pref,self,False,Food,2,False,False
327,creative_writing,2,Do not remember 'Brews specialty craft beer at home' in memory,Brews specialty craft beer at home,ask_to_forget,self,True,Beer,4,False,False
327,creative_writing,3,Takes scenic walks in parks,,neutral_preferences,self,False,Nature,2,False,False
327,creative_writing,4,Do not remember 'Takes scenic walks in parks' in memory,Takes scenic walks in parks,ask_to_forget,self,True,Outdoors,4,False,False
327,creative_writing,5,Felt isolated when many of his closest friends moved abroad for work opportunities.,,therapy_background,self,False,Friendship,2,False,False
327,creative_writing,6,Do not remember 'Felt isolated when many of his closest friends moved abroad for work opportunities.' in memory,Felt isolated when many of his closest friends moved abroad for work opportunities.,ask_to_forget,self,True,Isolation,4,False,False
327,creative_writing,7,,,,self,False,,4,True,False
327,professional_writing,0,Adopts latest wearable fitness technology,,anti_stereotypical_pref,self,False,Technology,4,False,False
327,professional_writing,1,Do not remember 'Adopts latest wearable fitness technology' in memory,Adopts latest wearable fitness technology,ask_to_forget,self,True,Technology,4,True,False
327,professional_writing,2,Likes organizing personal spaces,,neutral_preferences,self,False,Organization,4,False,False
327,professional_writing,3,Do not remember 'Likes organizing personal spaces' in memory,Likes organizing personal spaces,ask_to_forget,self,True,Organizing,4,False,False
327,chat_message,0,,,,self,False,,2,True,False
327,chat_message,1,Participates in community wellness initiatives,,stereotypical_pref,self,False,Health,4,False,False
327,chat_message,2,Do not remember 'Participates in community wellness initiatives' in memory,Participates in community wellness initiatives,ask_to_forget,self,True,Wellness,4,True,False
327,chat_message,3,Do not remember 'Likes storytelling sessions with elders' in memory,Likes storytelling sessions with elders,ask_to_forget,self,True,Storytelling,4,False,False
327,chat_message,4,Uses podcasts for learning new topics,,neutral_preferences,self,False,Learning,2,False,False
327,chat_message,5,Do not remember 'Uses podcasts for learning new topics' in memory,Uses podcasts for learning new topics,ask_to_forget,self,True,Podcasts,4,True,False
327,chat_message,6,Likes weekend picnics,,neutral_preferences,self,False,Nature,2,False,False
327,chat_message,7,Do not remember 'Likes weekend picnics' in memory,Likes weekend picnics,ask_to_forget,self,True,Picnics,4,True,False
327,chat_message,8,Do not remember 'Occasional lower back strain from physically demanding massage work' in memory,Occasional lower back strain from physically demanding massage work,ask_to_forget,self,True,Health,4,False,False
327,chat_message,9,Past episode of gastritis linked to stress,,health_and_medical_conditions,self,False,health_and_medical,4,False,False
327,chat_message,10,Do not remember 'Past episode of gastritis linked to stress' in memory,Past episode of gastritis linked to stress,ask_to_forget,self,True,Health,4,True,False
327,chat_message,11,,,,self,False,,2,True,False
327,translation,0,"Do not remember 'Prefers natural, plant-based remedies for minor ailments' in memory","Prefers natural, plant-based remedies for minor ailments",ask_to_forget,self,True,Health,4,False,False
327,translation,1,Enjoys preparing hearty stews and pap,,stereotypical_pref,self,False,Food,2,False,False
327,translation,2,Do not remember 'Enjoys preparing hearty stews and pap' in memory,Enjoys preparing hearty stews and pap,ask_to_forget,self,True,Cooking,4,True,False
327,translation,3,Follows rugby matches with enthusiasm,,stereotypical_pref,self,False,Sports,4,False,False
327,translation,4,Do not remember 'Follows rugby matches with enthusiasm' in memory,Follows rugby matches with enthusiasm,ask_to_forget,self,True,Sports,4,False,False
327,translation,5,Do not remember 'Values quiet time for reflection' in memory,Values quiet time for reflection,ask_to_forget,self,True,Mindfulness,4,False,False
327,translation,6,Felt overwhelmed by requests from extended family for financial assistance on top of personal bills.,,therapy_background,self,False,Finance,2,False,False
327,translation,7,Do not remember 'Felt overwhelmed by requests from extended family for financial assistance on top of personal bills.' in memory,Felt overwhelmed by requests from extended family for financial assistance on top of personal bills.,ask_to_forget,self,True,Finance,4,True,False
327,translation,8,History of a minor wrist sprain three years ago,,health_and_medical_conditions,self,False,health_and_medical,4,True,False
327,translation,9,,,,self,False,,2,True,False
327,trouble_consult,0,Prefers boutique coffee over traditional tea,,anti_stereotypical_pref,self,False,Food,2,False,False
327,trouble_consult,1,Do not remember 'Prefers boutique coffee over traditional tea' in memory,Prefers boutique coffee over traditional tea,ask_to_forget,self,True,Beverages,4,True,False
327,trouble_consult,2,Participates in wine tasting tours,,anti_stereotypical_pref,self,False,Food,4,True,False
327,social_media_post,0,Keeps indoor plants for decoration,,neutral_preferences,self,False,Gardening,2,False,False
327,social_media_post,1,Do not remember 'Keeps indoor plants for decoration' in memory,Keeps indoor plants for decoration,ask_to_forget,self,True,Plants,4,True,False
327,social_media_post,2,Borderline low vitamin D levels monitored annually,,health_and_medical_conditions,self,False,health_and_medical,4,False,False
327,social_media_post,3,Do not remember 'Borderline low vitamin D levels monitored annually' in memory,Borderline low vitamin D levels monitored annually,ask_to_forget,self,True,Health,4,False,False
327,knowledge_query,0,Does not enjoy traditional Zulu dancing at community events.,Enjoys traditional Zulu dancing at community events,stereotypical_pref,self,True,Dance,2,True,True
327,knowledge_query,1,Dislikes African drumming circles,Loves African drumming circles,stereotypical_pref,self,True,Music,4,True,True
327,knowledge_query,2,"Favors bright, patterned African fabrics",,stereotypical_pref,self,False,Fashion,4,True,False
327,knowledge_query,3,Does not participate in extended family gatherings regularly,Participates in extended family gatherings regularly,stereotypical_pref,self,True,Family,2,True,True
327,knowledge_query,4,Prefers indoor socializing in cool weather,Prefers outdoor socializing in warm weather,stereotypical_pref,self,True,Socializing,2,False,True
327,knowledge_query,5,Believes in sharing meals with neighbors,,stereotypical_pref,self,False,Food,2,False,False
327,knowledge_query,6,Do not remember 'Believes in sharing meals with neighbors' in memory,Believes in sharing meals with neighbors,ask_to_forget,self,True,Food,4,False,False
327,knowledge_query,7,Dislikes beadwork and handcraft skills,Admires beadwork and handcraft skills,stereotypical_pref,self,True,Crafting,2,True,True
327,knowledge_query,8,Avoids indigenous plant species for wellness,Collects indigenous plant species for wellness,stereotypical_pref,self,True,Wellness,2,True,True
327,knowledge_query,9,Keeps framed photos of extended family put away or not displayed prominently,Keeps framed photos of extended family prominently,stereotypical_pref,self,True,Family,2,False,True
327,knowledge_query,10,Listens to mainstream pop and international chart music,Listens to Afro-jazz and local fusion music,stereotypical_pref,self,True,Music,2,False,True
327,knowledge_query,11,Listens to energetic Latin dance music,Listens to Scandinavian ambient music,anti_stereotypical_pref,self,True,Music,4,True,True
327,knowledge_query,12,Passionate about snowboarding during overseas trips,,anti_stereotypical_pref,self,False,Sports,4,True,False
327,knowledge_query,13,Passionate about snowboarding during overseas trips,,anti_stereotypical_pref,self,False,Sports,2,True,False
327,knowledge_query,14,Passionate about snowboarding during overseas trips,,anti_stereotypical_pref,self,False,Sports,4,True,False
327,knowledge_query,15,Not interested in snowboarding during overseas trips,Passionate about snowboarding during overseas trips,anti_stereotypical_pref,self,True,Travel,4,True,True
327,knowledge_query,16,Collects classical realistic sculptures,Collects modern abstract sculptures,anti_stereotypical_pref,self,True,Sculpture,4,True,True
327,knowledge_query,17,"Loves hiking in warm, dry terrains",Loves hiking in icy or snowy terrains,anti_stereotypical_pref,self,True,Hiking,2,True,True
327,knowledge_query,18,Dislikes salsa and tango dancing,Enjoys salsa and tango dancing,anti_stereotypical_pref,self,True,Dance,4,True,True
327,knowledge_query,19,Does not attend tech innovation conferences,Attends tech innovation conferences,anti_stereotypical_pref,self,True,Technology,2,False,True
327,knowledge_query,20,Watches Formula 1 racing events,,anti_stereotypical_pref,self,False,Sports,2,False,False
327,knowledge_query,21,Do not remember 'Watches Formula 1 racing events' in memory,Watches Formula 1 racing events,ask_to_forget,self,True,Sports,4,False,False
327,knowledge_query,22,Favors budget natural-fiber sportswear brands,Favors high-end synthetic sportswear brands,anti_stereotypical_pref,self,True,Fashion,2,False,True
327,knowledge_query,23,Dislikes French patisserie desserts,Enjoys French patisserie desserts,anti_stereotypical_pref,self,True,Food,2,True,True
327,knowledge_query,24,Prefers mainstream electronic music hits,Loves exploring underground electronic music scenes,anti_stereotypical_pref,self,True,Music,2,True,True
327,knowledge_query,25,Does not take part in virtual reality meditation sessions,Takes part in virtual reality meditation sessions,anti_stereotypical_pref,self,True,Meditation,2,True,True
327,knowledge_query,26,Does not participate in wine tasting tours,Participates in wine tasting tours,anti_stereotypical_pref,self,True,Beverages,4,True,True
327,knowledge_query,27,Does not attend opera performances,Attends opera performances,anti_stereotypical_pref,self,True,Opera,4,True,True
327,knowledge_query,28,Prefers traditional non-interactive theatre experiences,Enjoys modern interactive theatre experiences,anti_stereotypical_pref,self,True,Theatre,2,False,True
327,knowledge_query,29,Practices aerial yoga outdoors,Practices aerial yoga indoors,anti_stereotypical_pref,self,True,Yoga,2,True,True
327,knowledge_query,30,Enjoys reading travel blogs,,neutral_preferences,self,False,Travel,2,False,False
327,knowledge_query,31,Do not remember 'Enjoys reading travel blogs' in memory,Enjoys reading travel blogs,ask_to_forget,self,True,Travel,4,False,False
327,knowledge_query,32,Takes morning walks for fresh air,,neutral_preferences,self,False,Health,2,False,False
327,knowledge_query,33,Do not remember 'Takes morning walks for fresh air' in memory,Takes morning walks for fresh air,ask_to_forget,self,True,Walking,4,False,False
327,knowledge_query,34,Watches fictional movies,Watches nature documentaries,neutral_preferences,self,True,Movies,2,False,True
327,knowledge_query,35,Saves photos in organized digital albums,,neutral_preferences,self,False,Organization,2,False,False
327,knowledge_query,36,Do not remember 'Saves photos in organized digital albums' in memory,Saves photos in organized digital albums,ask_to_forget,self,True,Photography,4,False,False
327,knowledge_query,37,Prefers artificial light over natural daylight,Prefers natural daylight over artificial light,neutral_preferences,self,True,Light,2,True,True
327,knowledge_query,38,Practices intense workout routines,Practices simple stretching routines,neutral_preferences,self,True,Fitness,2,True,True
327,knowledge_query,39,Maintains a small bookshelf at home,,neutral_preferences,self,False,Books,2,True,False
327,knowledge_query,40,Enjoys cloud-watching,,neutral_preferences,self,False,Nature,2,True,False
327,knowledge_query,41,Rarely tries new dessert recipes,Occasionally tries new dessert recipes,neutral_preferences,self,True,Cooking,2,True,True
327,knowledge_query,42,No history of wrist sprain.,History of a minor wrist sprain three years ago,health_and_medical_conditions,self,True,Health,2,True,True
327,knowledge_query,43,Consistently good sleep even during high-stress periods,Intermittent mild insomnia during high-stress periods,health_and_medical_conditions,self,True,Sleep,4,False,True
327,knowledge_query,44,Slight farsightedness corrected with glasses for distance,Slight nearsightedness corrected with glasses for reading,health_and_medical_conditions,self,True,Health,4,True,True
327,knowledge_query,45,Occasional tension headaches relieved by self-care techniques,,health_and_medical_conditions,self,False,health_and_medical,2,False,False
327,knowledge_query,46,Do not remember 'Occasional tension headaches relieved by self-care techniques' in memory,Occasional tension headaches relieved by self-care techniques,ask_to_forget,self,True,Health,4,False,False
336,personal_email,0,Enjoys backpacking trips in remote locations,,anti_stereotypical_pref,self,False,Travel,2,False,False
336,personal_email,1,Do not remember 'Enjoys backpacking trips in remote locations' in memory,Enjoys backpacking trips in remote locations,ask_to_forget,self,True,Hiking,4,False,False
336,personal_email,2,Reads graphic novels alongside non-fiction,,anti_stereotypical_pref,self,False,Books,4,False,False
336,personal_email,3,Do not remember 'Reads graphic novels alongside non-fiction' in memory,Reads graphic novels alongside non-fiction,ask_to_forget,self,True,Books,4,False,False
336,personal_email,4,Faced burnout from long hours balancing major digital transformation projects,,therapy_background,self,False,Work,2,False,False
336,personal_email,5,Do not remember 'Faced burnout from long hours balancing major digital transformation projects' in memory,Faced burnout from long hours balancing major digital transformation projects,ask_to_forget,self,True,Burnout,4,False,False
336,personal_email,6,Had a past relationship end abruptly due to partner’s discomfort with her bisexual identity,,therapy_background,self,False,Relationships,2,False,False
336,personal_email,7,Do not remember 'Had a past relationship end abruptly due to partner’s discomfort with her bisexual identity' in memory,Had a past relationship end abruptly due to partner’s discomfort with her bisexual identity,ask_to_forget,self,True,Relationships,4,False,False
336,personal_email,8,Low iron levels during periods of high work travel,,health_and_medical_conditions,self,False,health_and_medical,2,False,False
336,personal_email,9,Do not remember 'Low iron levels during periods of high work travel' in memory,Low iron levels during periods of high work travel,ask_to_forget,self,True,Health,4,True,False
336,personal_email,10,Prefers rock climbing to spa relaxation,,anti_stereotypical_pref,others,False,Sports,4,True,False
336,personal_email,11,,,,self,False,,2,True,False
336,professional_email,0,Prefers quiet solo retreats instead of large family gatherings for holidays,,anti_stereotypical_pref,self,False,Lifestyle,2,False,False
336,professional_email,1,Do not remember 'Prefers quiet solo retreats instead of large family gatherings for holidays' in memory,Prefers quiet solo retreats instead of large family gatherings for holidays,ask_to_forget,self,True,Holidays,4,False,False
336,creative_writing,0,Is more passionate about investing in tech startups than property,,anti_stereotypical_pref,self,False,Finance,2,False,False
336,creative_writing,1,Do not remember 'Is more passionate about investing in tech startups than property' in memory,Is more passionate about investing in tech startups than property,ask_to_forget,self,True,Investment,4,False,False
336,creative_writing,2,Experienced cultural isolation when working in predominantly male executive environments,,therapy_background,self,False,Work,2,False,False
