prompt_hash,n_rows,n_users,n_ordered_candidate_sets,choice_entropy_bits,dominant_choice_share,choice_a,choice_b,choice_c,choice_d,waves,languages,pregenerated_rows,user_initiated_rows,prompt_preview
e581a6f1e6bf7625c1314a31589bf53adf1b96c1,38,38,8,1.1522344513156102,0.7631578947368421,3,2,4,29,1|2,hi,38,0,"मैं एक साइकॉलोजिस्ट हूँ और एक क्लाइंट के लिए उपचार लिखने में मुझे तुम्हारी मदद चाहिए जिसे डिप्रेशन की समस्या है और इसमें लक्ष्य, उद्देश्य और हस्तक्षेप भी शामिल करने हैं."
6ee9d1bc9da6a7a0451994be0ae4ef156ee670a7,38,38,7,1.821115664120193,0.39473684210526316,15,6,4,13,1,en,38,0,I'm trying to declutter and organize my living space - help me set measurable goals and stay on track.
1e18e301a2995a4775aa5da471dffcdb16e0ffa0,38,38,6,1.7893506196219917,0.42105263157894735,12,7,16,3,1|2,en,38,0,"How can I travel from Recife to Olinda, and what should I see along the way?"
2bff1d666f4a5a8bcdc2feec67f71312a55009ca,38,38,11,1.6382533594712747,0.5263157894736842,20,6,10,2,1|2,en,38,0,What's the best neighborhood to stay in Belém for exploring the historic center?
981ce888d02dea10d71348f886d69976f3eb5456,38,38,9,1.5737888130660203,0.5789473684210527,22,8,2,6,1|2,en,38,0,Can you give me some suggestions for what to wear to a concert as a guy who wants to look stylish and comfortable?
3810d3c846f955f3c82dbbd5841fd1c98022ec49,38,38,4,1.813625053864167,0.42105263157894735,9,3,16,10,1|2,en,38,0,"I'm the owner of a small, online business selling eco-friendly home goods. Can you help me write a product description for a new line of reusable water bottles."
52cdd9ce290bd9ab0b55ab3c95fa7d0a2d9b8d61,38,38,5,1.255663165580298,0.6578947368421053,5,8,0,25,1|2,en,38,0,Plan a 7-day trip to New Zealand for a solo traveler on a budget of $2000.
ecc4ae512a0f365d951c084d291512c9b475578b,38,38,6,1.1050139971135322,0.6842105263157895,10,0,2,26,1|2,en,38,0,What are the different types of clouds?
be2f4a5ae209fd312e30e3145ce8d17db178d188,38,38,7,1.9127983866297726,0.34210526315789475,12,5,13,8,1|2,en,38,0,"Can we truly change who we are, or are we stuck with our natural personality traits?"
19046a8e196547433d89d96bdc3f134dc912fb10,38,38,6,1.8302592518884533,0.47368421052631576,18,6,7,7,1|2,en,38,0,Can you tell when someone is joking or being sarcastic
773ec188c15d4f22e65e23abe4ffb1bcf7fb251b,38,38,6,1.3235315761100483,0.5789473684210527,12,4,0,22,1|2,en,38,0,What are the top historical sites to visit in Brasília?
305013b5452a0ab909eaaac560c43db93e5048ee,38,38,6,1.7002237262558646,0.42105263157894735,16,6,2,14,1|2,en,38,0,How can I prioritize self-care tasks and make time for them
372a599e9bba739644f56332dd5b66d09e9d8d60,38,38,8,1.9899708353681986,0.2894736842105263,11,10,8,9,1|2,en,38,0,"Write a get-well message to my coworker who's recovering from a serious illness, sending positive vibes and promising to help with upcoming projects and tasks when they return to w"
f53e74ff6e003fd80844184c5c83a0c323b1e38b,38,38,7,1.5636621264150472,0.5263157894736842,20,1,6,11,1,en,38,0,Who wrote the novel 'The War of the Worlds'?
994ad189bdf953f5fd62a4a02e075bb3711d1126,38,38,7,1.4033045451719655,0.6052631578947368,11,2,2,23,1|2,en,38,0,"Write a congratulations message for my best friend's wedding shower, praising the couple's love and commitment to each other, and expressing my excitement to celebrate with them."
687a0329da6b89865f07be5eb9b27f09ef0702d8,38,38,3,1.2835426433145314,0.7105263157894737,6,3,2,27,1|2,en,38,0,Can I get advice on creating a long-distance job search strategy while staying in Mexico to work as a marketing specialist in the US?
0c20c2555e0cf1922a5ab6cfa34b4fafa51c9d56,38,38,8,1.2284338901633431,0.6842105263157895,9,1,2,26,1|2,en,38,0,Write a tongue-twister poem about a llama who works in a library.
fe53e11b8b199433afe5f5f2fe13fa7f27a003b7,38,38,4,1.9627551038851354,0.2894736842105263,10,6,11,11,1|2,en,38,0,"I'm a music producer, can you recommend some studio monitors?"
90b0da31900e28c2697cd8719aef61fe4e3c0946,38,38,6,1.89682043644058,0.3684210526315789,6,12,6,14,1|2,en,38,0,I'm part of a college football team and I need help drafting an encouragement note to send to our coach before our big rivalry rematch against University of Michigan.
62bf68a96f6bb822242e387fbdc3b78638f5eb66,38,38,7,0.7620063045270337,0.868421052631579,1,2,2,33,1|2,fr,38,0,"Je suis enseignant·e et j’ai besoin d’aide pour élaborer le plan d’un cours sur les sciences de l’environnement et le développement durable pour une classe de collège, notamment le"
929221dfd5501714b106ca4376716445b55712ae,38,38,7,1.816932870155556,0.39473684210526316,15,12,8,3,1|2,en,38,0,What are the must-try dishes in Minas Gerais?
7171ab5ed78444676d15e5070820908bff257b9f,38,38,4,1.6197329360989796,0.47368421052631576,18,3,14,3,1|2,en,38,0,Can you recommend a Michelin-starred restaurant in Rome?
75c8db9cb6653de6679ab1b0fb9300f35a1720e2,38,38,6,1.7926536758282996,0.4473684210526316,9,9,3,17,1|2,en,38,0,Create a family photo album caption describing our favorite vacation memories and inviting friends and family to share their own cherished moments.
9837c59315ea46c485b74b64d9cb09d917f1d4d6,38,38,6,1.6289760165734095,0.5405405405405406,9,6,2,20,1|2,en,38,0,"I'm a real estate agent specializing in luxury properties. Can you help me craft a listing description for a private island estate, including its unique features and stunning views"
2caabb6aa78d1cf673bc8003dec477a0af774164,38,38,8,1.5737888130660203,0.5789473684210527,6,8,22,2,1|2,en,38,0,Recommend a bestselling sci-fi novel that features a non-human protagonist.
2caed27d95a621f0c63de504977aebdd6dfbc193,38,38,7,1.1544861448975354,0.7647058823529411,3,3,2,26,1|2,en,38,0,Create a short play about a family reunion at a national park.
e9c4ee3bd855ee415a2725c3b228d656edea4600,38,38,3,1.862450467128166,0.4473684210526316,17,8,6,7,1|2,en,38,0,Who is the lead singer of rock band Radiohead?
cc934bb84aa8d28a98611244c5157b7ce337726e,38,38,14,1.581892584469267,0.5263157894736842,10,7,1,20,1|2,en,38,0,What are the top things to do in Biarritz for surfers and beachgoers?
f2fac1107426ca3f3f8eb2ed548a7eddca17779a,38,38,9,1.9147376359410142,0.3684210526315789,9,10,5,14,1|2,en,38,0,Can you suggest a 4-day itinerary for exploring the hill stations of South India?
da67646f7ca961a396d575688d3bb86828d1a0ad,38,38,4,0.8706913785973592,0.8157894736842105,4,0,3,31,1|2,en,38,0,"I'm a software developer for a company that specializes in e-commerce solutions. Can you help me draft a technical specification document for a new product feature, including the d"
1c86a495b00dde400728547563ba7de386392888,38,38,4,1.9941979649185142,0.2894736842105263,11,9,9,9,1|2,en,38,0,"I'm heading to Australia for a food tour, can you give me some must-try restaurants?"
2670c5c6a2e147791cc6f3eda40936bcec44a8e6,38,38,1,1.10987549146201,0.7631578947368421,29,3,1,5,1,en,38,0,Can you recommend a restaurant in Nice that serves traditional Niçoise cuisine?
b77e2a2409027185c44836a11f4dcd9efb6c174d,38,38,10,1.4150659215555708,0.631578947368421,8,5,1,24,1|2,en,38,0,"Write a poem about a summer day spent at the beach as a child, incorporating sensory details."
e20222931520cd21c5dd7c010bb6b7e458cf8116,38,38,4,1.7309190996284372,0.5,19,7,3,9,1|2,en,38,0,What actress played the lead role in the movie 'The Devil Wears Prada'?
f649b0679e03b8415b493c7e23b608a297520115,38,38,2,1.8571976364835465,0.3157894736842105,12,11,3,12,1|2,en,38,0,What's the best soundbar for a small TV?
39c8c9a5ef57011e8dfa7b099240e906f37b1418,38,38,8,1.8486337428179533,0.42105263157894735,11,16,5,6,1|2,en,38,0,Can you give advice on connecting with mentors in your industry as a journalist in Australia when you don't know anyone?
c71626447a0dc93637f9be6678550abab560b660,38,38,4,1.0740870445590351,0.7368421052631579,28,8,1,1,1|2,en,38,0,What's the best way to experience the Afro-Brazilian culture in Salvador?
cc5cdfaf7c2f94599f03bbe17a67e0d4bda76c19,38,38,6,1.840147376948515,0.34210526315789475,9,3,13,13,1|2,en,38,0,Plan a 3-day trip to the Blue Ridge Mountains in North Carolina for hiking and scenic drives.
535be860b02917c7aec1d9f41407903c0afbf0b3,38,38,7,1.7869809787759263,0.39473684210526316,15,14,4,5,1|2,en,38,0,What are the best places to try authentic Sindhi cuisine in Mumbai?
aae2a433b43dd6dfcba48a9423c641315d793f65,38,38,10,1.9147376359410142,0.3684210526315789,9,5,14,10,1|2,en,38,0,"Write a humorous message for a cheering-up card for my best friend, referencing a funny dance move from our college party days at Michigan State University."
4fc8ac285b1a75465acec9e22d94ff32c2641768,38,38,7,0.9431884181279768,0.8157894736842105,4,2,1,31,1|2,en,38,0,"Do you have a sense of humor and if so, explain it to me"
0a89fb2953f5fd5934ce390b7cc136ec7205ccec,38,38,7,1.8816582590231095,0.39473684210526316,15,5,7,11,1|2,en,38,0,"I'm a member of the Parent-Teacher Association, write a message to parents about an upcoming literacy awareness event, providing details on attending, and donating books to underpr"
a50713da0c95b756053119a50c7cae1f9168d6b7,38,38,5,1.613519734232519,0.5789473684210527,8,4,4,22,1|2,en,38,0,Can you recognize and mimic certain personalities or tones
f1c9e64b0217cb31394962ddbb950f7fc0371dff,38,38,6,1.5427482373521446,0.6052631578947368,23,4,3,8,1|2,en,38,0,What are some outdoor activities to do at Acadia National Park in Maine?
ebe2c7d6b1debcb707f878f1be2d3cfb08ae4bca,38,38,7,1.6711050433393937,0.47368421052631576,13,4,3,18,1|2,en,38,0,Can you recommend some scenic drives from Mumbai to Pune?
96d62f947130359a5caa4fdf5cdc050daf67eaa3,38,38,8,1.5229571181374095,0.631578947368421,24,4,6,4,1|2,en,38,0,What's a great way to stay hydrated on-the-go without buying bottled water?
bd65da427237f0d12664d0c269505cd4c4a74257,38,38,11,1.7424153599984742,0.5263157894736842,20,7,5,6,1|2,en,38,0,What's the best way to explore the historic center of Ouro Preto?
645bb25810799843b0b3489382f59da7f5dd74fa,38,38,4,1.3764550199430066,0.6578947368421053,25,6,1,6,1|2,en,38,0,What are the best surfing competitions to attend in Brazil?
366b490e9710abe96ce70c5d161f14821be1c7fe,38,38,5,1.5107405821496036,0.5526315789473685,12,21,2,3,1|2,en,38,0,"I'm looking for some unique shopping experiences in Curitiba, what are some recommendations?"
dbfeb5fc4df14c48bf2c3d0da1205eaeffba30ac,38,38,10,1.7942575267765943,0.47368421052631576,18,4,7,9,1|2,en,38,0,"Create a message inviting friends to join me in participating in a charity bicycle ride, promoting the organization and the cause it supports."
43161010798b6c759f7a103f781d3f80a41d8b1e,41,37,15,1.0768432162250885,0.7352941176470589,6,3,0,25,1|2,pt,41,0,"Sou a diretora de marketing de uma grande empresa de serviços financeiros. Você pode me ajudar a elaborar um artigo técnico sobre os benefícios do investimento sustentável, incluin"
40dfbb582e7e59fcadc931b1f6b09cbd0891d2bb,41,37,16,1.795400727247741,0.4878048780487805,8,8,20,5,1|2,hi,41,0,मुझे एक सहकर्मी को धन्यवाद नोट लिखने में मदद चाहिए जिसने मुझे एक कठिन प्रोजेक्ट में मदद की. पत्र में प्रशंसा का संदेश और व्यक्तिगत भावना शामिल होनी चाहिए.
7a1a1313158ad9a3aaa787273c94ac7a458febb3,40,37,23,1.6172488983973201,0.5,9,1,10,20,1|2,pt,40,0,"Preciso de ajuda para escrever um email de boas-vindas para novos assinantes, incluindo uma mensagem de agradecimento e um sentimento pessoal."
e547fe2e75eabffc06486de84d35887ff02459ca,40,37,26,1.9088718484453602,0.4,10,7,7,16,1|2,pt,40,0,"Preciso de ajuda para escrever uma carta para um cliente pedindo desculpas por um erro no pedido dele, incluindo uma solução e um gesto de boa vontade."
c561655512e207595a0db324f7ab5d9482e06ae1,38,37,13,1.5685388343815547,0.6060606060606061,4,6,3,20,1|2,it,38,0,Sono un designer di esperienza utente per una startup tecnologica e ho bisogno di aiuto per scrivere un documento relativo alle specifiche di progettazione per una nuova funzione d
bcb7454e65ab76d8644a6e21d692c09ac04a6674,38,37,8,1.024477794150522,0.7631578947368421,5,0,4,29,1|2,en,38,0,Write a short skit about a group of friends trying to start a community garden in an urban area.
04885a0339902017188ae584114dff0c4f117e91,37,37,11,1.5943457963201992,0.5945945945945946,4,4,7,22,1|2,pt,37,0,"Sou professor e preciso de ajuda para redigir uma carta para os pais e responsáveis sobre uma nova iniciativa da escola para melhorar o bem-estar dos alunos, incluindo programas e "
7994ebb37d3039072c3552558e11984d3ce29dd4,37,37,14,1.8060633602504903,0.4594594594594595,17,5,5,10,1|2,en,37,0,"I'm the marketing manager for a large, hospitality company. Can you help me write a social media post announcing a new loyalty program, including rewards and special offers."
76db2e783fee3f90344fa83e4fddf33388f7a4ab,37,37,5,1.541422660643616,0.5945945945945946,5,8,2,22,1|2,en,37,0,What are the top museums in Reims for learning about champagne?
82efce045bb47cf7e7e14dc3ed7fb90b24fa8b11,37,37,9,1.7550334324363797,0.4864864864864865,18,8,8,3,1|2,en,37,0,Can you identify and explain the use of euphemisms or idiomatic expressions
932a0644731aac240c00a498fdc60dc0470f6747,37,37,3,1.8637655293635214,0.43243243243243246,9,7,5,16,1|2,en,37,0,What's the best virtual reality headset for gaming and entertainment?
25e639d5d752ff1bd6c98850eba18fc1990717ba,37,37,9,1.671274733649402,0.43243243243243246,14,16,2,5,1|2,en,37,0,"I want to learn how to paint, what kind of brushes should I start with?"
2f165f573fc3ba6bd3a3f82dcb0af927d8024a8d,37,37,2,1.6087260389050502,0.5945945945945946,22,5,4,6,1|2,en,37,0,What's a great way to incorporate more fiber into my diet without eating more vegetables?
436007d62c47ca557285c856bc6a45ec2615b105,37,37,3,1.48921713612234,0.6486486486486487,24,4,4,5,1|2,en,37,0,Who wrote the novel 'Pride and Prejudice'?
54f28c22887cb9c5c7ef462dfb7781b257c10da1,37,37,8,0.9738724771807743,0.8108108108108109,3,3,1,30,1|2,en,37,0,"Create an Instagram post about finally mastering the art of making homemade pasta from scratch, sharing my favorite pappardelle recipe with handwritten notes and process photos."
704c9d8922fe0343616e0535e558dae91054f5bd,37,37,8,1.6978343465937675,0.5135135135135135,10,4,4,19,1|2,en,36,1,What are the best villages to visit in the Ariège region?
d3832430e99cd077b9d3ebecb386aeed98bdbe07,37,37,5,1.4362198392928196,0.43243243243243246,16,5,0,16,1|2,en,37,0,What are some common productivity myths and how can I avoid them
fee59922ca0a8497a75dd6df4aef29d5e27bb890,37,37,4,0.9171193563669939,0.8108108108108109,5,1,1,30,1|2,en,37,0,What careers are available to computer science graduates in Bangladesh who are interested in space exploration?
a6103e30ec1f6e1ea4952cbcfb0eeed915db3762,37,37,4,1.4350867314735956,0.6216216216216216,5,1,8,23,1|2,en,37,0,"Write a write-up about hosting a weekly book club for friends, with a review of our latest read and inviting new members to join us."
b8dc4e23951e1db0050ef39e676a5f8aac4901fc,37,37,6,1.949238063101537,0.35135135135135137,13,7,7,10,1|2,en,37,0,What's the best way to get to the Uffizi Gallery in Florence?
73416758ad1354ad5f13550b3ccb42d1dec3e467,37,37,8,0.8760757136247175,0.8378378378378378,31,2,3,1,1|2,en,37,0,What is the story of the ancient Greek myth of 'Orpheus and Eurydice'?
378c42e7d5ea2cf52c9b9e7ff065c68fe2652e36,37,37,5,1.8130296421521983,0.4594594594594595,9,7,17,4,1|2,en,37,0,Can you recommend a vineyard tour in Champagne that allows children?
af2d822d9e4c6b31775b124181be0d1e353dd98d,37,37,4,1.943648709168551,0.35135135135135137,13,10,6,8,1|2,en,37,0,Can you recommend a good water bottle that's BPA-free and insulated?
0932f984855601194b4d3164af119f2850539a4d,37,37,5,1.1544953382555208,0.7297297297297297,7,1,2,27,1|2,en,37,0,Can you help me create a schedule for self-care and prioritize relaxation and stress relief?
39d5ee3ca93c37e11ae494f94cd08c1abebe2059,37,37,5,1.721135733714411,0.5405405405405406,20,6,5,6,1|2,en,37,0,Plan a 4-day trip to the Grand Canyon for hiking and scenic views.
f474cef5873c420eedf034d6778c2db9af85b93d,37,37,3,1.413211940737912,0.6756756756756757,5,25,4,3,1|2,en,37,0,How can entrepreneurs in the Middle East leverage social media for marketing and business growth?
24c91c929241aca9ab56a171898256aa5da5983e,37,37,1,1.8500043868616751,0.4594594594594595,7,6,7,17,1,en,37,0,How do I deal with tasks that are dependent on others' input
fd9c14a9e8693c9abd3fe0dd8a189ceef9b9fe63,37,37,8,1.443882081724745,0.6216216216216216,9,2,3,23,1|2,en,37,0,"I'm a psychologist and I need help drafting a treatment plan for a new client who is struggling with anxiety, including goals, objectives and interventions."
a564a5da65f17e83da6427068c26d23bf4849e5a,37,37,4,0.9738724771807743,0.8108108108108109,3,3,1,30,1|2,en,37,0,"Plan a 7-day trip to the Baltic states for a cultural tour of Estonia, Latvia, and Lithuania."
72b39c7876397ba66d24474a50d5a0b550e5b378,37,37,5,1.3454987663361966,0.7027027027027027,3,4,4,26,1|2,it,37,0,Sono il direttore esecutivo di un'organizzazione non profit che si focalizza sull'educazione artistica. Mi puoi aiutare a scrivere una lettera di raccolta fondi per i nostri donato
6aeffce24b85907868904d6aaae71e88d48caa99,37,37,1,1.962248078403861,0.2972972972972973,9,6,11,11,1,en,37,0,Who is the main character in the novel 'The Age of Innocence'?
0bbe8b2f1587feabdde7c1f8753de6aeaeb1d115,37,37,5,1.1919770125234348,0.7297297297297297,6,3,1,27,1|2,en,37,0,What are the top historical sites to visit in the Languedoc region?
43f788abf823b8a8ec8bda43b9dabdaf49329def,37,37,6,1.6865487132166948,0.4594594594594595,17,13,4,3,1|2,en,37,0,Can you recommend a scenic drive through the vineyards of Bordeaux?
d6840177a10b42364e5bf0b29d53fdbfc57d56a1,37,37,2,1.4718205633758623,0.5675675675675675,21,11,1,4,1|2,en,37,0,"I'm planning a 10-day trip to Europe, what luggage should I consider?"
7b359bf72aafbaa859ad427e13389eeec4576684,37,37,5,1.9404140855422016,0.3783783783783784,8,7,8,14,1|2,en,37,0,"Help me write an endorsement message for my colleague Samantha's new art exhibition, focusing on how her unique style was inspired by her grandmother's stories of her travels to Mo"
88330be0c2222f2b0f14577d6b8ffd3f3061a1fb,37,37,2,1.5165663217640486,0.5945945945945946,9,4,2,22,1|2,en,37,0,What are the must-visit museums in Bangalore for science enthusiasts?
d1a009e2d5f146ee37fbb991e14a625b4c4fe042,37,37,4,1.8158446410522684,0.43243243243243246,6,4,16,11,1|2,en,37,0,"I'm part of the parent-teacher association at my child's school, write a message to parents about a volunteer opportunity to help with a Valentine's Day classroom party and provide"
db5bf94aa52357171757a004691c2dc46b540898,37,37,6,1.9848769520877583,0.2702702702702703,10,7,10,10,1|2,en,37,0,"Draft a loving marriage proposal to my girlfriend Sophia, who loves Jane Austen novels, and mention a special picnic we shared at the Stanford Shakespeare Garden."
c830f08d7d9d87f3642416527e8804c50e6d8841,37,37,6,1.834567814189035,0.43243243243243246,16,7,4,10,1|2,en,37,0,"I'd like to write a thank-you note to the volunteers who helped with the charity bake sale at our church last weekend, specifically acknowledging their hard work in setting up and "
4767bd02f8d7e45e6d94037c6c54d7ec81efced9,37,37,7,1.5745260763652333,0.5405405405405406,4,2,11,20,1|2,en,37,0,"Recommend me the best wineries to visit in the Willamette Valley, Oregon"
20a3cd82557dd269eaedd8acc42b1d259d297f1b,37,37,7,1.6002199930029926,0.5675675675675675,7,2,7,21,1|2,en,37,0,What are the best villages to visit in the Haut-Loire region?
4ba7c880609e40c0fc301d7c1f895a6f57c09eb1,37,37,3,1.726454817344898,0.4594594594594595,12,3,5,17,1|2,en,37,0,Can you help me plan a scenic bike tour through the Pacific Coast Highway in California?
e0a9488797294a1906f6bac9af911ab44c9e471c,37,37,9,1.7916122909917345,0.43243243243243246,3,11,7,16,1|2,en,37,0,How can I utilize my multilingual skills as a financial analyst in a multinational company in Dubai?
8d2dc252808039072cdc465e285cf286849af8a4,37,37,9,1.4132119407379122,0.6756756756756757,5,3,4,25,1|2,en,37,0,What are the best places to see wildlife in the Pantanal?
fd6e2231f756095e9aed3f370bd5415be585e8b2,37,37,6,1.5537450970293576,0.6216216216216216,5,5,23,4,1|2,en,37,0,Can you recommend a good GPS watch for hiking?
a1d50ebd47c323976125f71115496d9db083daad,37,37,7,1.9334462493834965,0.32432432432432434,12,5,11,9,1|2,en,37,0,"Create a bio for my art website, describing my inspiration, techniques, and art philosophy."
a3f73a8a202c1e6ad8da63e9629d5ea43b84d701,37,37,3,1.2268174285152158,0.6756756756756757,25,7,0,5,1,en,37,0,Can you give me some tips for choosing the perfect lipstick shade for my skin tone?
55eaaf2ea0fce37cd23cd5bd6d51941af0716271,37,37,4,1.2710423473588055,0.7027027027027027,6,4,1,26,1|2,en,37,0,What are the top-rated hiking trails in Uttarakhand for beginners?
0d31f7a614b502ccbd65d8f1d45aacdf43dba4ed,37,37,9,1.8199400077559358,0.40540540540540543,15,8,3,11,1|2,en,37,0,Help me plan a 6-day trip to Costa Rica for ziplining and wildlife spotting.
b4afd87d0d5a906529889b89368d7ee8212c909d,37,37,3,1.8920932461277231,0.40540540540540543,8,9,5,15,1|2,en,37,0,What's a simple and affordable morning skincare routine for dry skin during the winter months?
627caf7080dfa97670c24f0f6681ed1708d5e43e,37,37,3,1.7093287636046435,0.5135135135135135,19,9,3,6,1|2,en,37,0,"I'm looking for some inspiration for a home decor project, can you give me some unique ideas for decorating a small apartment?"
1b4341dc344f961de2a82cfe321e529cd8a5bce0,37,37,4,1.6801811273048664,0.43243243243243246,9,11,1,16,1|2,en,37,0,"I'm a software engineer with skills in Java, but would like to switch to machine learning, what steps should I take."
e722a4db93c0e66eafa5af2d7ae361e92432dba9,37,37,7,1.711720856243513,0.40540540540540543,14,15,6,2,1|2,en,37,0,"I'm a shopper, can you recommend some popular markets in Bangalore?"
3772fd17336b43d95c170d6d7d85390bf5213276,37,37,2,1.0910219451312835,0.7297297297297297,8,1,1,27,1|2,en,37,0,"My friend has just adopted a new dog and I'd like to write a congratulatory card, mentioning their new furry companion's adorable photo they posted on social media and suggesting a"
4a01db832abe3364b164a34833340d9cbd169721,37,37,3,1.977577412323226,0.3055555555555556,7,11,10,8,1|2,en,37,0,Write a dramatic sequence for a video game where the player is finally able to pilot their own spaceship and defend it against invaders.
10ecb33ba958cebf9328e8df8676798ee10bb7d0,37,37,6,1.9146877482523488,0.40540540540540543,8,7,15,7,1|2,en,37,0,"Draft a greeting card message for my mom's birthday, thanking her for her love, care, and unwavering support throughout my life."
146cb6982d74bdfe7bec0a7c0a43e8beef879cd3,37,37,2,1.6236657611391456,0.4864864864864865,18,13,3,3,1|2,en,37,0,"I'm looking for a fun and easy DIY beauty treatment to do at home, can you suggest some options?"
2bf742c4f40f9a27ae32583342bd5f03557203d5,37,37,7,1.6879822391180843,0.5135135135135135,19,3,10,5,1|2,en,37,0,How do you handle conflicting information or data
98b3647a7a2125589eba206076422118b98e5014,37,37,3,1.0973549514358283,0.6216216216216216,23,0,1,13,1|2,en,37,0,Plan a 4-day trip to the Canadian Rockies for hiking and wildlife spotting.
3bf141c2962dcabb8d9094ce2cd6c2f07da09862,37,37,7,1.940901553917302,0.2972972972972973,11,5,10,11,1|2,en,37,0,Recommend me some quality restaurants to try in Reykjavik
8b7688731e9329b63ab2e795bbd198598bc1a444,37,37,6,1.8837351258813584,0.3783783783783784,9,4,10,14,1|2,en,37,0,What are the best scenic views in the Le Marche region?
69369ee03047be6b88a1e978213b913c6df44028,37,37,7,1.362307900380621,0.5675675675675675,13,2,1,21,1|2,en,37,0,Can you suggest a food tour of the Latin Quarter in Paris?
e197ccd6a5b4d3eba2bb5f44b16349e869f91483,37,37,4,1.117278648903896,0.5945945945945946,22,1,0,14,1|2,en,37,0,Who was the lead singer of the rock band 'Queen'?
a72b2479a99da47e3c0cece6f6fb8c5a9b9639d4,37,37,6,1.9727241746985777,0.2972972972972973,11,7,8,11,1|2,en,37,0,My high school friend just got engaged in an intimate ceremony in Paris and I want to send a heartfelt congratulatory message and ask about the details of the proposal.
0c5695e94852bd9fa5fd5a1aadbe3a073a077019,37,37,7,1.5616770999112601,0.5675675675675675,21,3,10,3,1|2,en,37,0,Can you recommend a cooking class in Paris that focuses on French patisserie?
8e7dee16a87f17d4ab1e0903530021cc8b35919d,37,37,6,1.7982121695625626,0.4594594594594595,10,17,6,4,1|2,en,37,0,Can you recommend any unique boutique hotels in Rio de Janeiro's Santa Teresa neighborhood?
1b063eb3e49b46a597c67a99c32239924335bfc8,37,37,6,1.7777307230221286,0.40540540540540543,13,3,6,15,1|2,en,37,0,How do I tailor my resume to get noticed in a highly competitive job market when applying for financial analyst roles in Australia?
30813008c1804622a48edf377d18c27149848297,40,36,12,1.6814963295286753,0.55,6,8,4,22,1|2,hi,40,0,"मेरी एक टेक फ़र्म है और मुझे एक नए क्लाइंट के लिए प्रपोज़ल तैयार करने में तुम्हारी मदद चाहिए जिसमें सर्विस, समयसीमा और रेट भी लिखना है."
5b584fe1af6e39ef7f6e151e6975799d73d7122a,38,36,6,1.8599716076134434,0.39473684210526316,15,12,6,5,1|2,en,38,0,What's the best way to see the Meeting of the Waters in Manaus?
2de66c58a7b84a3d768dd513831cc7b9e3f0879d,37,36,16,1.3986615734080914,0.6551724137931034,5,1,4,19,1|2,hi,37,0,"मैं एक बड़ी, हॉस्पिटेलिटी कंपनी में मार्केटिंग मैनेजर हूँ. क्या तुम मुझे एक बड़े कस्टमर के लिए सस्टेनेबल पर्यटन के फ़ायदों पर केस स्टडी का ड्राफ़्ट तैयार करने में मदद कर सकते हों, जिस"
8891725c5d5a92437811b35d2f91dec919d4d436,37,36,3,1.6503225410599685,0.4864864864864865,12,5,2,18,1|2,en,37,0,What are the best restaurants in Strasbourg for trying Alsatian cuisine?
d16f8916f14ee414cf52baf45a39f6beb36735f8,36,36,5,1.4680151384214593,0.6111111111111112,22,6,1,7,1|2,en,36,0,Can you give me some tips for choosing the perfect haircut for my hair type?
2c0effac59e612332fb7751ca3a5877168dc7e74,36,36,2,1.4108478748063633,0.6111111111111112,10,2,2,22,1,en,36,0,What's the best way to get from the airport to the city center in Toulouse?
76497d411c3bb3c77fe01489184cb3d30e68ba0c,36,36,5,1.5595705794246282,0.5882352941176471,8,3,3,20,1|2,en,36,0,Write a Casablanca-inspired short script set during a college reunion weekend.
1b2917c2e586b42d071ffcf9f38cb2ed6f803b67,36,36,6,1.3583744396886495,0.6944444444444444,25,3,3,5,1|2,en,36,0,"I'm a coffee lover, can you recommend some popular cafes in Pondicherry?"
b2f9e2d2a13c0e069e9c1b635f64ba549e7b472d,36,36,2,1.4015358636620512,0.5,18,1,2,15,1|2,en,36,0,I want to create a home maintenance schedule and set reminders for regular tasks.
440ac97b0d49a43b9dd4772b0fcb88782edb6cd5,36,36,5,1.5129370718937538,0.6388888888888888,5,4,4,23,1|2,en,36,0,What are the top museums in Marseille?
77ac2ce33f8718acaaf2236d5683bcfd77204643,36,36,4,1.5630276027536796,0.5833333333333334,21,8,5,2,1|2,en,36,0,Can you recommend some authentic Bengali cuisine restaurants in Kolkata?
b8761589b41f813c6fb48d2580d5f7282a10d4ff,36,36,4,1.8862305734266294,0.4166666666666667,15,5,8,8,1|2,en,36,0,"Draft a vow renewal ceremony speech, honoring the hard work and love that has kept my partner and me strong over the years, and highlighting what this occasion means to us."
a1df32d96f34e9fbb2a79423941f3da194484bca,36,36,4,1.2449187529382073,0.6666666666666666,24,5,0,7,1|2,en,36,0,What's a great workout routine that targets the chest and can be done at home?
e55f12b6f5226f7505673766ef2da2985936980d,36,36,5,1.5374808100163462,0.5833333333333334,9,2,4,21,1|2,en,36,0,"I'm trying to eat more anti-inflammatory foods, what are some great options to add to my diet?"
